"Site ID","Station_Type","Sample_Date","Sample Depth (cm)","Mean Bulk Density (g/cm3)","SE Bulk Density (g/cm3)",
"CRMS0590","S","6/28/2006 12:00:00 AM","16","0.2","0.01527525",
"CRMS0590","S","6/28/2006 12:00:00 AM","20","0.1966667","0.01666667",
"CRMS0590","S","6/28/2006 12:00:00 AM","24","0.1833333","0.008819171",
"CRMS0590","S","5/7/2018 12:00:00 AM","16","0.2266667","0.01201851",
"CRMS0593","S","10/9/2007 12:00:00 AM","4","0.1166667","0.02603417",
"CRMS0593","S","10/9/2007 12:00:00 AM","8","0.2966667","0.07264832",
"CRMS0593","S","10/9/2007 12:00:00 AM","12","0.4566667","0.09243616",
"CRMS0593","S","10/9/2007 12:00:00 AM","16","0.5833333","0.08373238",
"CRMS0593","S","10/9/2007 12:00:00 AM","20","0.6033333","0.09597453",
"CRMS0593","S","10/9/2007 12:00:00 AM","24","0.6433333","0.06119188",
"CRMS0593","S","5/7/2018 12:00:00 AM","16","0.4533333","0.2690931",
"CRMS0595","S","3/26/2007 12:00:00 AM","4","0.07","0.009999999",
"CRMS0595","S","3/26/2007 12:00:00 AM","8","0.09","0.01527525",
"CRMS0595","S","3/26/2007 12:00:00 AM","12","0.1033333","0.008819169",
"CRMS0595","S","3/26/2007 12:00:00 AM","16","0.15","0.01",
"CRMS0595","S","3/26/2007 12:00:00 AM","20","0.14","0.03",
"CRMS0595","S","3/26/2007 12:00:00 AM","24","0.1366667","0.02333333",
"CRMS0595","S","5/1/2018 12:00:00 AM","4","0.03666667","0.006666667",
"CRMS0595","S","5/1/2018 12:00:00 AM","8","0.05333333","0.003333333",
"CRMS0595","S","5/1/2018 12:00:00 AM","12","0.06333333","0.003333334",
"CRMS0595","S","5/1/2018 12:00:00 AM","16","0.07","0.005773502",
"CRMS0595","S","5/1/2018 12:00:00 AM","20","0.08666667","0.008819171",
"CRMS0595","S","5/1/2018 12:00:00 AM","24","0.08666667","0.01452966",
"CRMS0595","SB","6/11/2020 12:00:00 AM","4","0.1133333","0.006666665",
"CRMS0595","SB","6/11/2020 12:00:00 AM","8","0.2066667","0.02333333",
"CRMS0595","SB","6/11/2020 12:00:00 AM","12","0.1966667","0.02403701",
"CRMS0595","SB","6/11/2020 12:00:00 AM","16","0.21","0.0173205",
"CRMS0595","SB","6/11/2020 12:00:00 AM","20","0.26","0.01527525",
"CRMS0595","SB","6/11/2020 12:00:00 AM","24","0.29","0.03464101",
"CRMS0599","S","11/14/2006 12:00:00 AM","4","0.3833333","0.07264832",
"CRMS0599","S","11/14/2006 12:00:00 AM","8","0.39","0.02081666",
"CRMS0599","S","11/14/2006 12:00:00 AM","12","0.2733333","0.03844188",
"CRMS0599","S","11/14/2006 12:00:00 AM","16","0.2866667","0.01763834",
"CRMS0599","S","11/14/2006 12:00:00 AM","20","0.2733333","0.02333333",
"CRMS0599","S","11/14/2006 12:00:00 AM","24","0.2866667","0.00333333",
"CRMS0599","S","5/10/2018 12:00:00 AM","4","0.18","0.01527525",
"CRMS0599","S","5/10/2018 12:00:00 AM","8","0.2966667","0.00333334",
"CRMS0599","S","5/10/2018 12:00:00 AM","12","0.4033333","0.0120185",
"CRMS0599","S","5/10/2018 12:00:00 AM","16","0.3566667","0.01333333",
"CRMS0599","S","5/10/2018 12:00:00 AM","20","0.27","0.02516612",
"CRMS0599","S","5/10/2018 12:00:00 AM","24","0.26","0.04358899",
"CRMS0600","S","12/11/2007 12:00:00 AM","4","0.5033333","0.02027588",
"CRMS0600","S","12/11/2007 12:00:00 AM","8","0.5466667","0.05811865",
"CRMS0600","S","12/11/2007 12:00:00 AM","12","0.3633333","0.01333333",
"CRMS0600","S","12/11/2007 12:00:00 AM","16","0.3933333","0.00333334",
"CRMS0600","S","12/11/2007 12:00:00 AM","20","0.4066667","0.03527668",
"CRMS0600","S","12/11/2007 12:00:00 AM","24","0.36","0.04163332",
"CRMS0600","S","3/1/2018 12:00:00 AM","4","0.23","0.02645751",
"CRMS0600","S","3/1/2018 12:00:00 AM","8","0.3666667","0.04371626",
"CRMS0600","S","3/1/2018 12:00:00 AM","12","0.45","0.08144528",
"CRMS0600","S","3/1/2018 12:00:00 AM","16","0.6","0.02081666",
"CRMS0600","S","3/1/2018 12:00:00 AM","20","0.3833333","0.04055174",
"CRMS0600","S","3/1/2018 12:00:00 AM","24","0.3366667","0.03756476",
"CRMS0600","SB","7/9/2020 12:00:00 AM","4","0.32","0.03605551",
"CRMS0600","SB","7/9/2020 12:00:00 AM","8","0.3566667","0.01666666",
"CRMS0600","SB","7/9/2020 12:00:00 AM","12","0.5233333","0.04333334",
"CRMS0600","SB","7/9/2020 12:00:00 AM","16","0.3233333","0.07055337",
"CRMS0600","SB","7/9/2020 12:00:00 AM","20","0.32","0.04041452",
"CRMS0600","SB","7/9/2020 12:00:00 AM","24","0.33","0.01732051",
"CRMS0603","S","7/12/2007 12:00:00 AM","4","0.07333333","0.003333333",
"CRMS0603","S","7/12/2007 12:00:00 AM","8","0.05333333","0.006666666",
"CRMS0603","S","7/12/2007 12:00:00 AM","12","0.07333333","0.003333333",
"CRMS0603","S","7/12/2007 12:00:00 AM","16","0.07","0.005773502",
"CRMS0603","S","7/12/2007 12:00:00 AM","20","0.09666666","0.01763834",
"CRMS0603","S","7/12/2007 12:00:00 AM","24","0.1433333","0.008819171",
"CRMS0603","S","5/22/2018 12:00:00 AM","16","0.1066667","0.003333333",
"CRMS0603","SB","7/6/2021 12:00:00 AM","4","0.01333333","0.003333333",
"CRMS0603","SB","7/6/2021 12:00:00 AM","8","0.01333333","0.003333333",
"CRMS0603","SB","7/6/2021 12:00:00 AM","12","0.02","0.01",
"CRMS0603","SB","7/6/2021 12:00:00 AM","16","0.02","0.01",
"CRMS0603","SB","7/6/2021 12:00:00 AM","20","0.01666667","0.003333333",
"CRMS0603","SB","7/6/2021 12:00:00 AM","24","0.02333333","0.003333333",
"CRMS0604","S","7/11/2007 12:00:00 AM","4","0.2066667","0.05607535",
"CRMS0604","S","7/11/2007 12:00:00 AM","8","0.2133333","0.05925463",
"CRMS0604","S","7/11/2007 12:00:00 AM","12","0.1466667","0.01452967",
"CRMS0604","S","7/11/2007 12:00:00 AM","16","0.1433333","0.01452966",
"CRMS0604","S","7/11/2007 12:00:00 AM","20","0.1566667","0.02333334",
"CRMS0604","S","7/11/2007 12:00:00 AM","24","0.16","0.02645751",
"CRMS0604","S","5/23/2018 12:00:00 AM","4","0.1266667","0.01201851",
"CRMS0604","S","5/23/2018 12:00:00 AM","8","0.24","0.005773501",
"CRMS0604","S","5/23/2018 12:00:00 AM","12","0.3533333","0.03382963",
"CRMS0604","S","5/23/2018 12:00:00 AM","16","0.2333333","0.01666667",
"CRMS0604","S","5/23/2018 12:00:00 AM","20","0.2266667","0.02905932",
"CRMS0604","S","5/23/2018 12:00:00 AM","24","0.1833333","0.02185813",
"CRMS0605","S","5/23/2006 12:00:00 AM","4","0.1133333","0.02848001",
"CRMS0605","S","5/23/2006 12:00:00 AM","8","0.14","0.02081666",
"CRMS0605","S","5/23/2006 12:00:00 AM","12","0.14","0.02081666",
"CRMS0605","S","5/23/2006 12:00:00 AM","16","0.1466667","0.01201851",
"CRMS0605","S","5/23/2006 12:00:00 AM","20","0.2166667","0.04630815",
"CRMS0605","S","5/23/2006 12:00:00 AM","24","0.24","0.011547",
"CRMS0605","S","3/7/2018 12:00:00 AM","4","0.07666667","0.0120185",
"CRMS0605","S","3/7/2018 12:00:00 AM","8","0.1066667","0.02905933",
"CRMS0605","S","3/7/2018 12:00:00 AM","12","0.1566667","0.03711843",
"CRMS0605","S","3/7/2018 12:00:00 AM","16","0.1966667","0.03382964",
"CRMS0605","S","3/7/2018 12:00:00 AM","20","0.2166667","0.03179797",
"CRMS0605","S","3/7/2018 12:00:00 AM","24","0.23","0.02309402",
"CRMS0605","SB","8/2/2021 12:00:00 AM","4","0.07","0.01732051",
"CRMS0605","SB","8/2/2021 12:00:00 AM","8","0.1133333","0.02185813",
"CRMS0605","SB","8/2/2021 12:00:00 AM","12","0.14","0.01527525",
"CRMS0605","SB","8/2/2021 12:00:00 AM","16","0.19","0.04582576",
"CRMS0605","SB","8/2/2021 12:00:00 AM","20","0.1666667","0.02848001",
"CRMS0605","SB","8/2/2021 12:00:00 AM","24","0.2166667","0.03282953",
"CRMS0608","S","6/8/2006 12:00:00 AM","4","0.4466667","0.03929942",
"CRMS0608","S","6/8/2006 12:00:00 AM","8","0.2466667","0.02905933",
"CRMS0608","S","6/8/2006 12:00:00 AM","12","0.25","0.06658328",
"CRMS0608","S","6/8/2006 12:00:00 AM","16","0.18","0.03511884",
"CRMS0608","S","6/8/2006 12:00:00 AM","20","0.15","0.005773501",
"CRMS0608","S","6/8/2006 12:00:00 AM","24","0.19","0.02516611",
"CRMS0608","S","3/19/2018 12:00:00 AM","4","0.06","0.005773502",
"CRMS0608","S","3/19/2018 12:00:00 AM","8","0.09666666","0.01763834",
"CRMS0608","S","3/19/2018 12:00:00 AM","12","0.2433333","0.02666667",
"CRMS0608","S","3/19/2018 12:00:00 AM","16","0.46","0.05567764",
"CRMS0608","S","3/19/2018 12:00:00 AM","20","0.3366667","0.04702245",
"CRMS0608","S","3/19/2018 12:00:00 AM","24","0.22","0.05686241",
"CRMS0609","S","12/11/2007 12:00:00 AM","4","0.3933333","0.01333333",
"CRMS0609","S","12/11/2007 12:00:00 AM","8","0.1933333","0.04371626",
"CRMS0609","S","12/11/2007 12:00:00 AM","12","0.1466667","0.008819172",
"CRMS0609","S","12/11/2007 12:00:00 AM","16","0.1533333","0.01763834",
"CRMS0609","S","12/11/2007 12:00:00 AM","20","0.1666667","0.04409586",
"CRMS0609","S","12/11/2007 12:00:00 AM","24","0.2466667","0.04807402",
"CRMS0609","S","5/10/2018 12:00:00 AM","4","0.2033333","0.02962731",
"CRMS0609","S","5/10/2018 12:00:00 AM","8","0.2766667","0.00666666",
"CRMS0609","S","5/10/2018 12:00:00 AM","12","0.3233333","0.01666667",
"CRMS0609","S","5/10/2018 12:00:00 AM","16","0.2933334","0.03929942",
"CRMS0609","S","5/10/2018 12:00:00 AM","20","0.2266667","0.05925463",
"CRMS0609","S","5/10/2018 12:00:00 AM","24","0.14","0.02",
"CRMS0609","SB","8/13/2020 12:00:00 AM","4","0.13","0.01527525",
"CRMS0609","SB","8/13/2020 12:00:00 AM","8","0.15","0.005773501",
"CRMS0609","SB","8/13/2020 12:00:00 AM","12","0.19","0.03055051",
"CRMS0609","SB","8/13/2020 12:00:00 AM","16","0.2666667","0.01452966",
"CRMS0609","SB","8/13/2020 12:00:00 AM","20","0.1466667","0.02333333",
"CRMS0609","SB","8/13/2020 12:00:00 AM","24","0.07333333","0.003333333",
"CRMS0610","S","6/8/2006 12:00:00 AM","4","0.4466667","0.07535103",
"CRMS0610","S","6/8/2006 12:00:00 AM","8","0.4866666","0.01763834",
"CRMS0610","S","6/8/2006 12:00:00 AM","12","0.3633333","0.01855922",
"CRMS0610","S","6/8/2006 12:00:00 AM","16","0.4133333","0.07881061",
"CRMS0610","S","6/8/2006 12:00:00 AM","20","0.4933333","0.03480102",
"CRMS0610","S","6/8/2006 12:00:00 AM","24","0.5133333","0.03179797",
"CRMS0610","S","3/19/2018 12:00:00 AM","4","0.1266667","0.008819171",
"CRMS0610","S","3/19/2018 12:00:00 AM","8","0.39","0.05033223",
"CRMS0610","S","3/19/2018 12:00:00 AM","12","0.5233333","0.03844188",
"CRMS0610","S","3/19/2018 12:00:00 AM","16","0.4633333","0.06839429",
"CRMS0610","S","3/19/2018 12:00:00 AM","20","0.49","0.02645751",
"CRMS0610","S","3/19/2018 12:00:00 AM","24","0.4733333","0.03480101",
"CRMS0610","SB","8/13/2020 12:00:00 AM","4","0.1","0.01",
"CRMS0610","SB","8/13/2020 12:00:00 AM","8","0.3466667","0.04807402",
"CRMS0610","SB","8/13/2020 12:00:00 AM","12","0.49","0.01999999",
"CRMS0610","SB","8/13/2020 12:00:00 AM","16","0.5533333","0.01763834",
"CRMS0610","SB","8/13/2020 12:00:00 AM","20","0.36","0.02516611",
"CRMS0610","SB","8/13/2020 12:00:00 AM","24","0.39","0.05131602",
"CRMS0614","S","7/11/2007 12:00:00 AM","4","0.17","0.02309401",
"CRMS0614","S","7/11/2007 12:00:00 AM","8","0.16","0.01",
"CRMS0614","S","7/11/2007 12:00:00 AM","12","0.14","0.03785939",
"CRMS0614","S","7/11/2007 12:00:00 AM","16","0.1866667","0.02728451",
"CRMS0614","S","7/11/2007 12:00:00 AM","20","0.2566667","0.02962732",
"CRMS0614","S","7/11/2007 12:00:00 AM","24","0.3","0.04163332",
"CRMS0614","S","3/15/2018 12:00:00 AM","4","0.16","0.005773501",
"CRMS0614","S","3/15/2018 12:00:00 AM","8","0.2133333","0.03382964",
"CRMS0614","S","3/15/2018 12:00:00 AM","12","0.2","0.02081666",
"CRMS0614","S","3/15/2018 12:00:00 AM","16","0.1866667","0.01763834",
"CRMS0614","S","3/15/2018 12:00:00 AM","20","0.2033333","0.02185813",
"CRMS0614","S","3/15/2018 12:00:00 AM","24","0.2766667","0.0783865",
"CRMS0614","SB","7/15/2021 12:00:00 AM","4","0.3666667","0.01452966",
"CRMS0614","SB","7/15/2021 12:00:00 AM","8","0.57","0.08082905",
"CRMS0614","SB","7/15/2021 12:00:00 AM","12","0.7133333","0.08293236",
"CRMS0614","SB","7/15/2021 12:00:00 AM","16","0.7966666","0.1627199",
"CRMS0614","SB","7/15/2021 12:00:00 AM","20","0.685","0.115",
"CRMS0614","SB","7/15/2021 12:00:00 AM","24","0.42","0.08999999",
"CRMS0615","S","6/20/2006 12:00:00 AM","4","0.3966667","0.02962731",
"CRMS0615","S","6/20/2006 12:00:00 AM","8","0.26","0.07023769",
"CRMS0615","S","6/20/2006 12:00:00 AM","12","0.37","0.05131601",
"CRMS0615","S","6/20/2006 12:00:00 AM","16","0.4633333","0.00666667",
"CRMS0615","S","6/20/2006 12:00:00 AM","20","0.4966666","0.02848",
"CRMS0615","S","6/20/2006 12:00:00 AM","24","0.4666667","0.02027587",
"CRMS0615","S","7/11/2018 12:00:00 AM","4","0.2133333","0.03282952",
"CRMS0615","S","7/11/2018 12:00:00 AM","8","0.4233333","0.09243616",
"CRMS0615","S","7/11/2018 12:00:00 AM","12","0.4033333","0.06565904",
"CRMS0615","S","7/11/2018 12:00:00 AM","16","0.3566667","0.04255715",
"CRMS0615","S","7/11/2018 12:00:00 AM","20","0.51","0.08082905",
"CRMS0615","S","7/11/2018 12:00:00 AM","24","0.58","0.0680686",
"CRMS0615","SB","9/17/2020 12:00:00 AM","4","0.2333333","0.02027588",
"CRMS0615","SB","9/17/2020 12:00:00 AM","8","0.32","0.06244998",
"CRMS0615","SB","9/17/2020 12:00:00 AM","12","0.2933333","0.06333333",
"CRMS0615","SB","9/17/2020 12:00:00 AM","16","0.31","0.07637627",
"CRMS0615","SB","9/17/2020 12:00:00 AM","20","0.3833333","0.07535102",
"CRMS0615","SB","9/17/2020 12:00:00 AM","24","0.2566667","0.04702245",
"CRMS0616","S","6/15/2006 12:00:00 AM","4","0.13","0.02516612",
"CRMS0616","S","6/15/2006 12:00:00 AM","8","0.1133333","0.008819169",
"CRMS0616","S","6/15/2006 12:00:00 AM","12","0.12","0",
"CRMS0616","S","6/15/2006 12:00:00 AM","16","0.1166667","0.003333333",
"CRMS0616","S","6/15/2006 12:00:00 AM","20","0.1166667","0.003333333",
"CRMS0616","S","6/15/2006 12:00:00 AM","24","0.1233333","0.008819171",
"CRMS0616","S","2/22/2018 12:00:00 AM","4","0.05","0",
"CRMS0616","S","2/22/2018 12:00:00 AM","8","0.08","0.01",
"CRMS0616","S","2/22/2018 12:00:00 AM","12","0.11","0.005773501",
"CRMS0616","S","2/22/2018 12:00:00 AM","16","0.1","0.01",
"CRMS0616","S","2/22/2018 12:00:00 AM","20","0.1066667","0.0120185",
"CRMS0616","S","2/22/2018 12:00:00 AM","24","0.1033333","0.003333333",
"CRMS0618","S","6/15/2006 12:00:00 AM","4","0.2033333","0.01855921",
"CRMS0618","S","6/15/2006 12:00:00 AM","8","0.1333333","0.01666667",
"CRMS0618","S","6/15/2006 12:00:00 AM","12","0.1333333","0.01452966",
"CRMS0618","S","6/15/2006 12:00:00 AM","16","0.1666667","0.00666667",
"CRMS0618","S","6/15/2006 12:00:00 AM","20","0.1733333","0.02185813",
"CRMS0618","S","6/15/2006 12:00:00 AM","24","0.15","0.01527525",
"CRMS0618","S","2/22/2018 12:00:00 AM","4","0.08666667","0.006666668",
"CRMS0618","S","2/22/2018 12:00:00 AM","8","0.11","0.02081666",
"CRMS0618","S","2/22/2018 12:00:00 AM","12","0.12","0.03055051",
"CRMS0618","S","2/22/2018 12:00:00 AM","16","0.1166667","0.0120185",
"CRMS0618","S","2/22/2018 12:00:00 AM","20","0.1466667","0.04807401",
"CRMS0618","S","2/22/2018 12:00:00 AM","24","0.14","0.0321455",
"CRMS0618","SB","8/11/2020 12:00:00 AM","4","0.11","0.005773501",
"CRMS0618","SB","8/11/2020 12:00:00 AM","8","0.1266667","0.008819171",
"CRMS0618","SB","8/11/2020 12:00:00 AM","12","0.13","0.01",
"CRMS0618","SB","8/11/2020 12:00:00 AM","16","0.1533333","0.02848001",
"CRMS0618","SB","8/11/2020 12:00:00 AM","20","0.15","0.02081666",
"CRMS0618","SB","8/11/2020 12:00:00 AM","24","0.2133333","0.04333333",
"CRMS0619","S","1/21/2008 12:00:00 AM","4","0.05","0",
"CRMS0619","S","1/21/2008 12:00:00 AM","8","0.08","0.01527525",
"CRMS0619","S","1/21/2008 12:00:00 AM","12","0.07","0.01527525",
"CRMS0619","S","1/21/2008 12:00:00 AM","16","0.07666667","0.006666668",
"CRMS0619","S","1/21/2008 12:00:00 AM","20","0.08","0.005773504",
"CRMS0619","S","1/21/2008 12:00:00 AM","24","0.07333334","0.008819172",
"CRMS0619","S","2/22/2018 12:00:00 AM","16","0.1","0.005773501",
"CRMS0622","S","10/10/2007 12:00:00 AM","4","0.2566667","0.04484541",
"CRMS0622","S","10/10/2007 12:00:00 AM","8","0.2666667","0.02728451",
"CRMS0622","S","10/10/2007 12:00:00 AM","12","0.3633333","0.02603417",
"CRMS0622","S","10/10/2007 12:00:00 AM","16","0.4966667","0.1128913",
"CRMS0622","S","10/10/2007 12:00:00 AM","20","0.8333333","0.1471205",
"CRMS0622","S","10/10/2007 12:00:00 AM","24","0.9566666","0.04977727",
"CRMS0622","S","2/28/2018 12:00:00 AM","4","0.11","0.009999998",
"CRMS0622","S","2/28/2018 12:00:00 AM","8","0.3233333","0.02185813",
"CRMS0622","S","2/28/2018 12:00:00 AM","12","0.5633333","0.02403702",
"CRMS0622","S","2/28/2018 12:00:00 AM","16","0.8033333","0.06173421",
"CRMS0622","S","2/28/2018 12:00:00 AM","20","1.046667","0.05487359",
"CRMS0622","S","2/28/2018 12:00:00 AM","24","1.11","0.07505555",
"CRMS0622","SB","7/15/2021 12:00:00 AM","4","0.2733333","0.04371626",
"CRMS0622","SB","7/15/2021 12:00:00 AM","8","0.1866667","0.008819171",
"CRMS0622","SB","7/15/2021 12:00:00 AM","12","0.2466667","0.04176655",
"CRMS0622","SB","7/15/2021 12:00:00 AM","16","0.4766667","0.04484542",
"CRMS0622","SB","7/15/2021 12:00:00 AM","20","0.5733333","0.01452967",
"CRMS0622","SB","7/15/2021 12:00:00 AM","24","0.8233333","0.1922094",
"CRMS0623","S","3/10/2008 12:00:00 AM","4","0.2966667","0.01855922",
"CRMS0623","S","3/10/2008 12:00:00 AM","8","0.23","0.005773501",
"CRMS0623","S","3/10/2008 12:00:00 AM","12","0.25","0.01154701",
"CRMS0623","S","3/10/2008 12:00:00 AM","16","0.2","0.02645751",
"CRMS0623","S","3/10/2008 12:00:00 AM","20","0.2333333","0.01452966",
"CRMS0623","S","3/10/2008 12:00:00 AM","24","0.2533333","0.01452966",
"CRMS0623","S","3/5/2018 12:00:00 AM","4","0.09","0.03605551",
"CRMS0623","S","3/5/2018 12:00:00 AM","8","0.1633333","0.03844187",
"CRMS0623","S","3/5/2018 12:00:00 AM","12","0.2833333","0.09492687",
"CRMS0623","S","3/5/2018 12:00:00 AM","16","0.23","0.0173205",
"CRMS0623","S","3/5/2018 12:00:00 AM","20","0.2833333","0.01763834",
"CRMS0623","S","3/5/2018 12:00:00 AM","24","0.27","0.07023769",
"CRMS0624","S","11/9/2006 12:00:00 AM","4","0.06333333","0.003333334",
"CRMS0624","S","11/9/2006 12:00:00 AM","8","0.08","0.01527525",
"CRMS0624","S","11/9/2006 12:00:00 AM","12","0.08","0.01",
"CRMS0624","S","11/9/2006 12:00:00 AM","16","0.07666667","0.006666668",
"CRMS0624","S","11/9/2006 12:00:00 AM","20","0.09666666","0.01666667",
"CRMS0624","S","11/9/2006 12:00:00 AM","24","0.1166667","0.03711843",
"CRMS0624","S","3/7/2018 12:00:00 AM","4","0.05","0.005773502",
"CRMS0624","S","3/7/2018 12:00:00 AM","8","0.07333333","0.006666666",
"CRMS0624","S","3/7/2018 12:00:00 AM","12","0.07666667","0.01452966",
"CRMS0624","S","3/7/2018 12:00:00 AM","16","0.05","0.005773502",
"CRMS0624","S","3/7/2018 12:00:00 AM","20","0.07","0.005773502",
"CRMS0624","S","3/7/2018 12:00:00 AM","24","0.07333333","0.003333333",
"CRMS0626","S","1/5/2007 12:00:00 AM","4","0.4533333","0.01763834",
"CRMS0626","S","1/5/2007 12:00:00 AM","8","0.2766667","0.03179798",
"CRMS0626","S","1/5/2007 12:00:00 AM","12","0.21","0.01527525",
"CRMS0626","S","1/5/2007 12:00:00 AM","16","0.4366667","0.07965203",
"CRMS0626","S","1/5/2007 12:00:00 AM","20","0.5433334","0.08950481",
"CRMS0626","S","1/5/2007 12:00:00 AM","24","0.8033333","0.04333333",
"CRMS0626","S","6/1/2018 12:00:00 AM","4","0.16","0.0321455",
"CRMS0626","S","6/1/2018 12:00:00 AM","8","0.23","0.02516611",
"CRMS0626","S","6/1/2018 12:00:00 AM","12","0.4166667","0.03179797",
"CRMS0626","S","6/1/2018 12:00:00 AM","16","0.4333333","0.04630814",
"CRMS0626","S","6/1/2018 12:00:00 AM","20","0.2133333","0.05487359",
"CRMS0626","S","6/1/2018 12:00:00 AM","24","0.38","0.06557438",
"CRMS0626","SB","8/6/2020 12:00:00 AM","4","0.1233333","0.01855921",
"CRMS0626","SB","8/6/2020 12:00:00 AM","8","0.3466667","0.02333333",
"CRMS0626","SB","8/6/2020 12:00:00 AM","12","0.2233333","0.003333335",
"CRMS0626","SB","8/6/2020 12:00:00 AM","16","0.2566667","0.03179797",
"CRMS0626","SB","8/6/2020 12:00:00 AM","20","0.3966667","0.07218803",
"CRMS0626","SB","8/6/2020 12:00:00 AM","24","0.5066667","0.04666667",
"CRMS0630","S","12/7/2006 12:00:00 AM","4","0.08","0.01732051",
"CRMS0630","S","12/7/2006 12:00:00 AM","8","0.1","0.005773501",
"CRMS0630","S","12/7/2006 12:00:00 AM","12","0.1266667","0.02333333",
"CRMS0630","S","12/7/2006 12:00:00 AM","16","0.32","0.07767454",
"CRMS0630","S","12/7/2006 12:00:00 AM","20","0.4033333","0.04630814",
"CRMS0630","S","12/7/2006 12:00:00 AM","24","0.3833333","0.02962731",
"CRMS0630","S","3/15/2018 12:00:00 AM","4","0.05666666","0.003333333",
"CRMS0630","S","3/15/2018 12:00:00 AM","8","0.07666667","0.01666667",
"CRMS0630","S","3/15/2018 12:00:00 AM","12","0.16","0.02081666",
"CRMS0630","S","3/15/2018 12:00:00 AM","16","0.12","0.005773501",
"CRMS0630","S","3/15/2018 12:00:00 AM","20","0.08333334","0.003333335",
"CRMS0630","S","3/15/2018 12:00:00 AM","24","0.12","0.01",
"CRMS0632","S","1/22/2008 12:00:00 AM","4","0.2466667","0.03527668",
"CRMS0632","S","1/22/2008 12:00:00 AM","8","0.19","0.01",
"CRMS0632","S","1/22/2008 12:00:00 AM","12","0.2066667","0.02333334",
"CRMS0632","S","1/22/2008 12:00:00 AM","16","0.24","0.0305505",
"CRMS0632","S","1/22/2008 12:00:00 AM","20","0.23","0.005773501",
"CRMS0632","S","1/22/2008 12:00:00 AM","24","0.3066667","0.01333333",
"CRMS0632","S","5/17/2018 12:00:00 AM","4","0.13","0.06110101",
"CRMS0632","S","5/17/2018 12:00:00 AM","8","0.14","0.0450925",
"CRMS0632","S","5/17/2018 12:00:00 AM","12","0.2133333","0.008819172",
"CRMS0632","S","5/17/2018 12:00:00 AM","16","0.2466667","0.02333334",
"CRMS0632","S","5/17/2018 12:00:00 AM","20","0.2533333","0.04409586",
"CRMS0632","S","5/17/2018 12:00:00 AM","24","0.27","0.01527526",
"CRMS0633","S","1/22/2008 12:00:00 AM","4","0.3633333","0.09492688",
"CRMS0633","S","1/22/2008 12:00:00 AM","8","0.2033333","0.02185813",
"CRMS0633","S","1/22/2008 12:00:00 AM","12","0.2033333","0.02027587",
"CRMS0633","S","1/22/2008 12:00:00 AM","16","0.22","0.02081666",
"CRMS0633","S","1/22/2008 12:00:00 AM","20","0.3066667","0.05238744",
"CRMS0633","S","1/22/2008 12:00:00 AM","24","0.4366667","0.1254769",
"CRMS0633","S","5/17/2018 12:00:00 AM","4","0.07333333","0.01855921",
"CRMS0633","S","5/17/2018 12:00:00 AM","8","0.1666667","0.0622718",
"CRMS0633","S","5/17/2018 12:00:00 AM","12","0.2033333","0.0674125",
"CRMS0633","S","5/17/2018 12:00:00 AM","16","0.2666667","0.05925463",
"CRMS0633","S","5/17/2018 12:00:00 AM","20","0.3266667","0.07623065",
"CRMS0633","S","5/17/2018 12:00:00 AM","24","0.2733333","0.03711843",
"CRMS0635","S","2/28/2007 12:00:00 AM","4","0.06666666","0.00881917",
"CRMS0635","S","2/28/2007 12:00:00 AM","8","0.06666666","0.003333334",
"CRMS0635","S","2/28/2007 12:00:00 AM","12","0.05666666","0.008819171",
"CRMS0635","S","2/28/2007 12:00:00 AM","16","0.08","0.02081666",
"CRMS0635","S","2/28/2007 12:00:00 AM","20","0.1366667","0.04255715",
"CRMS0635","S","2/28/2007 12:00:00 AM","24","0.2033333","0.1033333",
"CRMS0635","S","3/19/2018 12:00:00 AM","4","0.08333334","0.003333335",
"CRMS0635","S","3/19/2018 12:00:00 AM","8","0.1333333","0.02848001",
"CRMS0635","S","3/19/2018 12:00:00 AM","12","0.2066667","0.07446102",
"CRMS0635","S","3/19/2018 12:00:00 AM","16","0.2233333","0.07310572",
"CRMS0635","S","3/19/2018 12:00:00 AM","20","0.25","0.03511884",
"CRMS0635","S","3/19/2018 12:00:00 AM","24","0.4","0.04725816",
"CRMS0635","SB","6/17/2020 12:00:00 AM","4","0.08333333","0.02603417",
"CRMS0635","SB","6/17/2020 12:00:00 AM","8","0.1133333","0.02403701",
"CRMS0635","SB","6/17/2020 12:00:00 AM","12","0.1333333","0.02962731",
"CRMS0635","SB","6/17/2020 12:00:00 AM","16","0.1566667","0.00333333",
"CRMS0635","SB","6/17/2020 12:00:00 AM","20","0.1433333","0.02185813",
"CRMS0635","SB","6/17/2020 12:00:00 AM","24","0.1266667","0.03711843",
"CRMS0638","S","6/1/2006 12:00:00 AM","4","0.08666667","0.008819171",
"CRMS0638","S","6/1/2006 12:00:00 AM","8","0.08666667","0.006666668",
"CRMS0638","S","6/1/2006 12:00:00 AM","12","0.09","0",
"CRMS0638","S","6/1/2006 12:00:00 AM","16","0.07666667","0.003333333",
"CRMS0638","S","6/1/2006 12:00:00 AM","20","0.08333334","0.003333335",
"CRMS0638","S","6/1/2006 12:00:00 AM","24","0.08666667","0.003333335",
"CRMS0638","S","3/20/2018 12:00:00 AM","4","0.11","0.005773501",
"CRMS0638","S","3/20/2018 12:00:00 AM","8","0.15","0.01732051",
